Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-12-08 00:00:00-05:00,71464.93161264327,73885.3125407007,69226.53421301121,69863.4765625,103,0.0,0.0,0.0
2010-12-09 00:00:00-05:00,71301.1301114341,71446.71690083979,69626.88203326873,70427.609375,211,0.0,0.0,0.0
2010-12-10 00:00:00-05:00,70172.8475711356,71392.13719438926,68698.7810116797,70991.7734375,147,0.0,0.0,0.0
2010-12-13 00:00:00-05:00,73284.76001112128,74103.68581208985,71901.68532504102,72101.8671875,49,0.0,0.0,0.0
2010-12-14 00:00:00-05:00,72684.21966355847,73375.7570564516,71537.72345955142,72211.0625,38,0.0,0.0,0.0
2010-12-15 00:00:00-05:00,70991.78287539205,72029.08911069001,69390.32763493204,69626.90625,33,0.0,0.0,0.0
2010-12-16 00:00:00-05:00,69208.33570363066,69208.33570363066,66187.40913860235,67479.4921875,36,0.0,0.0,0.0
2010-12-17 00:00:00-05:00,67916.26225572776,68207.43594171159,66023.6332968329,67515.8984375,8,0.0,0.0,0.0
2010-12-20 00:00:00-05:00,68735.19186282468,69153.75405844155,67024.5463676948,68662.3984375,18,0.0,0.0,0.0
2010-12-21 00:00:00-05:00,69026.35512704401,69026.35512704401,67479.49507278649,68444.0078125,9,0.0,0.0,0.0
2010-12-22 00:00:00-05:00,68498.60045553441,68498.60045553441,66860.74869118848,66915.34375,16,0.0,0.0,0.0
2010-12-23 00:00:00-05:00,66423.99574510855,68753.38518493701,66078.22700013401,67898.0625,11,0.0,0.0,0.0
2010-12-27 00:00:00-05:00,67788.86686940146,67788.86686940146,65896.23810311481,67042.734375,12,0.0,0.0,0.0
2010-12-28 00:00:00-05:00,69699.69302134382,70791.59421750065,68480.40335230203,70555.015625,18,0.0,0.0,0.0
2010-12-29 00:00:00-05:00,71301.14543145988,71683.31083576327,70464.02121250961,70991.7734375,6,0.0,0.0,0.0
2010-12-30 00:00:00-05:00,71355.7388268043,71519.52399626139,69554.10196277633,69972.6640625,13,0.0,0.0,0.0
2010-12-31 00:00:00-05:00,70609.61272321429,71956.29090401785,70318.4390625,71337.546875,25,0.0,0.0,0.0
2011-01-03 00:00:00-05:00,72302.06759599673,72611.43964460785,68917.17341707516,69608.7109375,28,0.0,0.0,0.0
2011-01-04 00:00:00-05:00,68189.22275358181,68371.20626773602,63457.6513855724,65732.4453125,34,0.0,0.0,0.0
2011-01-05 00:00:00-05:00,64312.97614746094,64695.141540527344,62584.13270263672,64058.19921875,13,0.0,0.0,0.0
2011-01-06 00:00:00-05:00,64258.38043295148,64294.77713668014,60473.12324517071,60764.296875,24,0.0,0.0,0.0
2011-01-07 00:00:00-05:00,60254.74991223225,62729.726048766104,60145.55978856164,60746.10546875,22,0.0,0.0,0.0
2011-01-10 00:00:00-05:00,61019.08766300298,61383.05478297317,59872.59123509687,61055.484375,12,0.0,0.0,0.0
2011-01-11 00:00:00-05:00,62820.710025743705,63621.4375,62019.98255148741,63621.4375,20,0.0,0.0,0.0
2011-01-12 00:00:00-05:00,63785.21918402778,63985.40104166667,62019.97916666667,63384.85546875,14,0.0,0.0,0.0
2011-01-13 00:00:00-05:00,63585.039192267766,63639.634245953166,58471.30249706821,59162.83984375,34,0.0,0.0,0.0
2011-01-14 00:00:00-05:00,58125.546794794674,58125.546794794674,56160.12442352423,56724.2734375,21,0.0,0.0,0.0
2011-01-18 00:00:00-05:00,58216.53076854043,59162.84511676304,57907.15877008305,58616.89453125,13,0.0,0.0,0.0
2011-01-19 00:00:00-05:00,59726.98878173442,59726.98878173442,57033.63279767083,57524.98828125,19,0.0,0.0,0.0
2011-01-20 00:00:00-05:00,55177.40358653221,56232.90800870201,53594.146953277486,55941.734375,36,0.0,0.0,0.0
2011-01-21 00:00:00-05:00,55796.14676598837,56596.874247300664,54704.245655107974,54777.0390625,16,0.0,0.0,0.0
2011-01-24 00:00:00-05:00,58052.74528601695,58052.74528601695,53102.79333686441,53685.140625,32,0.0,0.0,0.0
2011-01-25 00:00:00-05:00,52374.86059343868,53448.5634339574,51810.71164333563,52975.40625,18,0.0,0.0,0.0
2011-01-26 00:00:00-05:00,52939.001774343655,58052.73828125,52811.61332043495,58052.73828125,39,0.0,0.0,0.0
2011-01-27 00:00:00-05:00,56888.04883140756,58034.54501706932,53630.54379595588,54140.09765625,47,0.0,0.0,0.0
2011-01-28 00:00:00-05:00,53666.94839590864,57397.61113621426,53321.17965412422,55377.59375,50,0.0,0.0,0.0
2011-01-31 00:00:00-05:00,55086.416316606905,55741.55704584306,53685.14309018512,54558.6640625,21,0.0,0.0,0.0
2011-02-01 00:00:00-05:00,56178.3149317053,57761.571620742674,54831.63682838616,57706.9765625,69,0.0,0.0,0.0
2011-02-02 00:00:00-05:00,57816.16724346491,58016.34912564247,55868.943480464986,56651.47265625,12,0.0,0.0,0.0
2011-02-03 00:00:00-05:00,57324.81215846994,60236.548649058896,55796.15050091074,59945.375,48,0.0,0.0,0.0
2011-02-04 00:00:00-05:00,60636.91741826923,60928.091091346156,58744.288543269235,59144.65234375,23,0.0,0.0,0.0
2011-02-07 00:00:00-05:00,60145.552145241585,60400.32906809586,58671.48566301328,58944.4609375,21,0.0,0.0,0.0
2011-02-08 00:00:00-05:00,60746.10743915929,61747.01693860619,60454.93376659292,61692.421875,29,0.0,0.0,0.0
2011-02-09 00:00:00-05:00,61565.02666078092,62292.960762593284,59090.05071461887,59745.19140625,19,0.0,0.0,0.0
2011-02-10 00:00:00-05:00,58453.10935559608,59235.638528164774,57070.03453896305,58616.89453125,44,0.0,0.0,0.0
2011-02-11 00:00:00-05:00,58926.27589026163,60090.97065770349,57688.787699854656,57907.16796875,22,0.0,0.0,0.0
2011-02-14 00:00:00-05:00,58616.8991088122,60036.37074199672,58616.8991088122,59617.80859375,46,0.0,0.0,0.0
2011-02-15 00:00:00-05:00,60855.295419369104,62256.568669157205,60855.295419369104,61728.81640625,63,0.0,0.0,0.0
2011-02-16 00:00:00-05:00,62347.56550078262,62693.33425283016,60709.713517399534,62493.15234375,74,0.0,0.0,0.0
2011-02-17 00:00:00-05:00,63039.09196326473,63821.62110715052,62565.934806496574,63657.8359375,62,0.0,0.0,0.0
2011-02-18 00:00:00-05:00,64494.96045454545,66514.97755681818,64422.167045454546,65059.109375,54,0.0,0.0,0.0
2011-02-22 00:00:00-05:00,68007.25086199993,68407.61466156214,63876.224384698886,63912.62109375,60,0.0,0.0,0.0
2011-02-23 00:00:00-05:00,64858.91211955031,67352.08578969016,64422.151768576914,66369.375,81,0.0,0.0,0.0
2011-02-24 00:00:00-05:00,67206.52318714334,67206.52318714334,61983.59544419447,62183.77734375,89,0.0,0.0,0.0
2011-02-25 00:00:00-05:00,63057.30162700084,64804.34375,63057.30162700084,64804.34375,14,0.0,0.0,0.0
2011-02-28 00:00:00-05:00,65459.476383636546,66860.7495783933,64877.12908191946,66769.7578125,18,0.0,0.0,0.0
2011-03-01 00:00:00-05:00,68152.82249249275,69572.29382878498,67861.64888504818,68935.3515625,56,0.0,0.0,0.0
2011-03-02 00:00:00-05:00,69608.69578199131,69827.07600405245,68007.24082020954,69044.546875,20,0.0,0.0,0.0
2011-03-03 00:00:00-05:00,67534.08992009364,67788.86686940146,65332.08914393322,67042.734375,41,0.0,0.0,0.0
2011-03-04 00:00:00-05:00,67261.1033074451,68917.15319948447,67261.1033074451,67952.640625,14,0.0,0.0,0.0
2011-03-07 00:00:00-05:00,68735.1781356004,69899.872708192,66642.3675754749,67060.9296875,35,0.0,0.0,0.0
2011-03-08 00:00:00-05:00,66478.58297488253,66642.36815056662,64058.202045328915,65841.640625,21,0.0,0.0,0.0
2011-03-09 00:00:00-05:00,66205.61716330588,66551.38591704497,63821.63259805216,64640.55859375,20,0.0,0.0,0.0
2011-03-10 00:00:00-05:00,61747.00256990131,62129.167926213704,59508.60548292877,60163.74609375,27,0.0,0.0,0.0
2011-03-11 00:00:00-05:00,58962.65789377557,63057.28691417665,58635.087572143486,62274.7578125,28,0.0,0.0,0.0
2011-03-14 00:00:00-04:00,62056.38454352286,62456.748314771394,60673.30969739156,62092.78125,11,0.0,0.0,0.0
2011-03-15 00:00:00-04:00,56196.50859350969,59508.60851709089,55559.5663005133,59162.83984375,29,0.0,0.0,0.0
2011-03-16 00:00:00-04:00,59599.61132184486,60236.55373291801,55668.76672779341,56596.8828125,27,0.0,0.0,0.0
2011-03-17 00:00:00-04:00,57615.98655035161,58125.54044277418,56687.870532010515,57579.58984375,15,0.0,0.0,0.0
2011-03-18 00:00:00-04:00,59162.84588187749,60309.34212628176,58562.30023004668,59454.01953125,13,0.0,0.0,0.0
2011-03-21 00:00:00-04:00,61983.58591019153,62493.13975795587,60837.089752721746,62474.94140625,20,0.0,0.0,0.0
2011-03-22 00:00:00-04:00,61874.41027934374,63603.254095972465,61364.85631233738,62948.11328125,21,0.0,0.0,0.0
2011-03-23 00:00:00-04:00,63020.88560434164,67625.06812178271,63020.88560434164,67170.109375,46,0.0,0.0,0.0
2011-03-24 00:00:00-04:00,69153.74207890434,69736.08938062142,66278.4022766762,66769.7578125,77,0.0,0.0,0.0
2011-03-25 00:00:00-04:00,66897.15839052967,68007.25813531267,65059.12438687257,65623.2734375,39,0.0,0.0,0.0
2011-03-28 00:00:00-04:00,64112.789936044835,65532.26129994251,63239.2690967232,63312.0625,60,0.0,0.0,0.0
2011-03-29 00:00:00-04:00,63166.4778533778,65150.09816049914,62383.94874139415,63439.453125,20,0.0,0.0,0.0
2011-03-30 00:00:00-04:00,64986.30861535537,66096.4079784292,63748.82080078125,65805.234375,29,0.0,0.0,0.0
2011-03-31 00:00:00-04:00,67006.33204294855,67916.24964266267,66460.38148312006,66842.546875,46,0.0,0.0,0.0
2011-04-01 00:00:00-04:00,66405.78778549808,67079.12682306,65514.0685195377,66132.8125,27,0.0,0.0,0.0
2011-04-04 00:00:00-04:00,66806.1620878411,68116.44366515642,66023.6328125,66023.6328125,14,0.0,0.0,0.0
2011-04-05 00:00:00-04:00,66242.01593444472,72666.03561160379,66096.42908623716,72593.2421875,58,0.0,0.0,0.0
2011-04-06 00:00:00-04:00,73830.71272432896,74722.43195614856,71883.48909566167,72884.3984375,71,0.0,0.0,0.0
2011-04-07 00:00:00-04:00,72393.05731920317,74249.28955815709,71683.32146313255,72283.8671875,34,0.0,0.0,0.0
2011-04-08 00:00:00-04:00,74540.46120377084,75923.53616751269,74030.90726976069,75286.59375,78,0.0,0.0,0.0
2011-04-11 00:00:00-04:00,75213.78709039322,75213.78709039322,69790.67831881394,71155.5546875,67,0.0,0.0,0.0
2011-04-12 00:00:00-04:00,70263.82892877214,71264.73817277174,67606.86984470047,68807.9609375,50,0.0,0.0,0.0
2011-04-13 00:00:00-04:00,70373.04403711717,70373.04403711717,67534.10044523967,68334.828125,20,0.0,0.0,0.0
2011-04-14 00:00:00-04:00,68498.61452105537,70809.80581865739,68262.03588429296,70009.078125,34,0.0,0.0,0.0
2011-04-15 00:00:00-04:00,70682.41217630134,70682.41217630134,68753.3865092859,69572.3125,33,0.0,0.0,0.0
2011-04-18 00:00:00-04:00,68953.55561164886,69463.10946678906,65222.89345794392,68152.828125,52,0.0,0.0,0.0
2011-04-19 00:00:00-04:00,68207.43616744669,70136.46184347373,67606.89043811752,69990.875,53,0.0,0.0,0.0
2011-04-20 00:00:00-04:00,71428.52167693662,73248.35662411971,70973.56294014085,71064.5546875,66,0.0,0.0,0.0
2011-04-21 00:00:00-04:00,72083.67099907092,72957.19187964538,71155.55506346058,72229.2578125,47,0.0,0.0,0.0
2011-04-25 00:00:00-04:00,72848.02039366883,72848.02039366883,68243.83624188311,68662.3984375,55,0.0,0.0,0.0
2011-04-26 00:00:00-04:00,67989.03598226467,68025.4326824693,65823.43232008867,66696.953125,47,0.0,0.0,0.0
2011-04-27 00:00:00-04:00,67552.28996088657,70154.65457953064,65204.70229791395,69790.6875,49,0.0,0.0,0.0
2011-04-28 00:00:00-04:00,70191.03995182806,71992.67670454546,68716.97351778657,69062.7421875,127,0.0,0.0,0.0
2011-04-29 00:00:00-04:00,69772.49827321565,71774.31747249936,68862.58045535942,71137.375,96,0.0,0.0,0.0
2011-05-02 00:00:00-04:00,69335.74334395559,71028.1906224301,65150.12104235197,66387.609375,86,0.0,0.0,0.0
2011-05-03 00:00:00-04:00,65477.6850102519,66169.22253954306,60782.50915348565,62129.1875,91,0.0,0.0,0.0
2011-05-04 00:00:00-04:00,62383.9453125,63566.83809117926,59690.589447199534,62383.9453125,60,0.0,0.0,0.0
2011-05-05 00:00:00-04:00,60400.32958799653,61656.015861443884,55832.54328893442,57725.171875,121,0.0,0.0,0.0
2011-05-06 00:00:00-04:00,59344.82829083137,60873.489921137974,57434.00125294811,57870.76171875,62,0.0,0.0,0.0
2011-05-09 00:00:00-04:00,59162.845818154216,60054.565118397084,58034.547928051,59945.375,90,0.0,0.0,0.0
2011-05-10 00:00:00-04:00,60200.15690865385,60309.3470360577,58926.27208894231,59144.65234375,37,0.0,0.0,0.0
2011-05-11 00:00:00-04:00,58562.29575929667,59253.833123763194,54285.683110622114,55177.40234375,90,0.0,0.0,0.0
2011-05-12 00:00:00-04:00,53867.12362454152,55978.13252334112,52447.652123624546,54576.859375,91,0.0,0.0,0.0
2011-05-13 00:00:00-04:00,54595.05605309959,55777.94893425008,52083.68347465701,53721.53515625,47,0.0,0.0,0.0
2011-05-16 00:00:00-04:00,53503.16475793584,56160.124640472786,52993.61080786026,54176.50390625,57,0.0,0.0,0.0
